name,city,income,credit_score,loan_amount,employment_years,points,loan_approved,loan_to_income
Carolyn Webster,Lake Coreyborough,58010,816,47383,30,75,True,0.816807446991898
Kevin Gonzales,East Maryfurt,97000,734,15042,32,75,True,0.1550721649484536
Brian Rollins,South Danielberg,92021,807,24674,18,85,True,0.2681344475717499
Amanda Murphy,South Justinport,134036,754,15802,35,90,True,0.11789370019994629
William Patterson,Port Leahstad,148119,483,1837,31,60,True,0.012402190130908257
Jennifer Mills,North Douglasfurt,134336,404,49590,10,50,False,0.36914899952358265
William Morgan,Martinezchester,126463,811,19252,37,95,True,0.1522342503340898
Nicole Owen,Kellyfurt,52241,796,34516,17,70,True,0.6607071074443445
Jesse Martinez,Crawfordberg,116356,330,7527,3,50,False,0.06468940149197291
Kathleen Johnson,South Cassandra,41114,634,11009,19,45,False,0.2677676703799193
Anne Jones,Sparksborough,67196,600,44390,31,50,False,0.6606047979046372
Dennis Cooper PhD,Port Anthonychester,97561,421,26141,28,45,False,0.26794518301370424
James Stevens,East Angelaport,117012,468,33209,27,50,False,0.2838084982736813
Mike Freeman,New Emilyside,112960,781,32189,35,85,True,0.2849592776203966
Katie Myers,Garzafurt,111167,661,19640,20,70,True,0.17667113441938706
Kevin Anderson,Michaelshire,73933,327,41970,21,35,False,0.56767613920712
Jeffrey Braun,Bellbury,42240,553,16376,19,30,False,0.38768939393939394
Susan Jones,Dannyburgh,137272,320,36285,20,50,False,0.26432921498921846
Matthew Henderson,Adamsfort,128453,322,21743,24,55,False,0.1692681369839552
Erica Davis,Garciaborough,60784,644,33553,32,50,False,0.5520038167938931
Mary Jackson,Michaelchester,118184,506,33568,40,50,False,0.2840316794151493
Rachel Pittman,West Joseph,70687,604,38586,25,50,False,0.5458712351634671
Lori Rubio,New Matthewland,59444,843,32147,27,75,True,0.5407946975304488
Robert Pearson,Williamport,135717,743,44480,34,85,True,0.3277408136047805
Jason King,Powersside,56100,484,2219,40,50,False,0.03955436720142602
Shari Ray,Lake Suzanne,49313,778,18559,40,65,True,0.3763510636140571
Lisa Hammond,Michaelton,33201,834,14149,23,65,True,0.4261618625945002
David Francis,Meganchester,36057,626,5222,40,50,False,0.14482624733061542
Jason Colon,West Gloria,62092,541,27598,15,35,False,0.44446949687560394
Corey Sanchez,Stevenside,92277,746,28657,2,70,True,0.31055409256911254
Dominic Johnson,Donnaburgh,110120,343,48348,31,45,False,0.4390483109335271
Amy Mosley,Carolynland,141376,716,24818,5,75,True,0.1755460615663196
Ryan Cameron,North Ashley,130727,812,8906,33,100,True,0.06812670680119638
Lauren Hampton,Tylerland,39545,543,40309,7,20,False,1.0193197622961183
Emily Collier,Shafferbury,89692,733,15287,9,70,True,0.1704388351246488
Daniel Hill,Kingshire,84321,357,33136,34,45,False,0.3929744666216008
Travis Stewart,Wellsbury,146147,584,10496,23,75,True,0.07181810095314992
Jacob Parker,Port Joditon,112544,545,17579,35,55,False,0.15619668751777083
Mark Haynes,New Michellemouth,105454,697,1515,25,85,True,0.014366453619587688
Tabitha Turner,West Jason,55485,464,29760,40,35,False,0.5363611786969451
Robert Newman,West Michellefort,124155,782,49296,26,85,True,0.39705207200676573
Faith Henderson,Port Ethanview,121272,818,5349,22,100,True,0.04410746091430833
Nicholas Kelley,Shawntown,80328,353,43033,11,40,False,0.5357160641370381
Rachel Taylor,Gonzalezport,94799,621,38736,5,50,False,0.4086119051888733
David Reeves,Port Brooke,82383,720,21932,28,70,True,0.26621997256715585
Nicholas Green,Laurenborough,61979,386,28164,23,35,False,0.4544119782506978
Shawn Duffy,North Stacy,49342,534,6831,29,35,False,0.13844189534271006
Michael Jackson,Williamsonview,115990,452,6836,23,60,True,0.058936115182343304
Keith Smith,Ayalamouth,120128,806,8766,14,100,True,0.07297216302610549
Cheryl Atkins,Keithfort,30726,691,9532,27,55,False,0.3102258673436178
Lindsay Carney,Jessicaborough,147002,728,12820,26,85,True,0.08720969782724045
Alyssa Cherry,New Shannon,128430,554,25224,37,55,False,0.19640270964727868
Judith Smith,Port Marcus,142779,707,46013,13,75,True,0.32226728020227063
Michelle Fitzgerald,Charlesside,130931,360,4415,21,60,True,0.03372005101923914
Kaitlin Gomez,North Jonfurt,146059,609,26866,23,70,True,0.183939366968143
Steven Williams,West Geoffrey,43970,804,23228,29,65,True,0.5282692745053446
Evan Moreno,West Darryl,132029,345,9380,31,60,True,0.07104499768990147
Sandy Adkins,Campbellview,85724,570,34880,20,40,False,0.4068872194484625
Christopher Doyle,Gallagherberg,58683,750,4487,12,85,True,0.07646166692227732
Michael Graham,Williamsstad,53053,796,30999,31,70,True,0.5843024899628673
Nathan Hernandez,Claytonport,135396,484,12029,32,60,True,0.08884309728500103
Kristine Alvarado,New Whitney,121214,304,35472,36,50,False,0.29263946408830666
Thomas Sanchez,Rhodesmouth,97889,326,19630,7,45,False,0.2005332570564619
Kevin Bean,Ericland,90889,771,47380,30,75,True,0.5212952062405791
Tyler Wheeler,West Taramouth,36582,632,48942,36,40,False,1.3378710841397408
Scott Solis,Marcuston,103060,372,36858,38,50,False,0.35763632835241604
James Thompson,Davisborough,62662,466,26460,25,35,False,0.42226548785547857
Paul Valdez,West Travischester,141193,617,45889,38,65,True,0.32500903019271493
Max Collier,South Sean,45906,697,32223,17,50,False,0.7019343876617435
Jenny Avila,Christinachester,89829,736,7091,2,70,True,0.0789388727471084
Valerie Rhodes,South Alison,47477,837,6503,18,75,True,0.13697158624175917
Bob Solis,Edgarberg,135043,607,17295,33,70,True,0.1280703183430463
Keith Arnold,New Danielchester,90901,722,7192,29,80,True,0.07911904159470193
Laura King,Brendahaven,117500,316,8466,29,60,True,0.07205106382978724
Clarence Long,South Nancyport,99616,621,39483,29,60,True,0.39635199164792806
Joanna Morton,Tammyburgh,103259,516,13129,5,50,False,0.12714630201725757
Lindsey Savage,South Amandatown,108047,704,8646,0,70,True,0.08002073171860394
John Holt,Turnerstad,71588,704,20834,5,60,True,0.2910264290104487
Adrian Rodriguez,Lake Taratown,128992,514,32530,9,45,False,0.2521861820888117
Jessica Garrett,North Kevin,146840,774,10710,30,95,True,0.07293652955597929
Bruce Barrera,Maynardfort,88008,320,30459,37,45,False,0.3460935369511863
Edward Gallegos,Williamstown,110301,405,42314,27,50,False,0.3836229952584292
Sarah Mclaughlin,Benjaminfurt,136824,797,34643,37,85,True,0.25319388411389815
Taylor Stein,Hallton,124276,840,2246,27,100,True,0.018072676944864655
Kristen Adams,Smallville,146918,806,41809,22,90,True,0.28457370778257257
Jeffrey Martin,South Maurice,96162,537,34268,14,45,False,0.3563569809280173
Melinda Dorsey,Andersonport,85933,699,28319,23,70,True,0.3295474381203961
Rebecca Richard,West Hannah,138864,388,44716,30,50,False,0.3220129047125245
Curtis Obrien,Port Robertfort,148863,610,16382,13,70,True,0.11004749333279593
Yvonne Howard,Michaelburgh,101810,478,33995,2,40,False,0.3339062960416462
Gail Wilson,North Anna,88446,798,17896,21,85,True,0.2023381498315356
Patricia Carrillo,Paulahaven,147598,406,47294,3,40,False,0.32042439599452566
Jessica Bryant,North Kimberlyville,50861,342,34246,6,30,False,0.6733253376850632
Bruce Harris,Ericport,127472,752,34154,31,85,True,0.2679333500690348
Annette Holland,Loriville,142917,506,29777,26,55,False,0.2083517006374329
Adriana Davenport,Petersonhaven,92216,475,6585,17,55,False,0.07140843237616032
Paul Ward,East Karen,88991,842,28637,14,85,True,0.3217965861716353
Jeffrey Hardin,Cranehaven,63972,670,2950,28,75,True,0.046113924842118424
Adam Drake,North Matthewfurt,128536,468,29447,3,45,False,0.22909535071886475
Andrew Nielsen,New Brian,62406,832,20380,26,80,True,0.3265711630291959
Michael Spencer,Jennifermouth,140082,652,1517,17,75,True,0.010829371368198627
Lisa Thomas,Griffinborough,113579,752,46709,22,80,True,0.4112467973833191
Rachael Sullivan,West Christopher,66347,850,22921,24,80,True,0.34547153601519287
Natalie Martinez,Jasonhaven,130376,619,35166,21,65,True,0.26972755721912006
Caitlin Johnson,Johnport,131931,732,34113,7,70,True,0.2585669781931464
Sarah Green,Davidville,98327,759,20527,36,85,True,0.20876259826904106
Jody Bird,West Kevin,93517,443,47815,24,40,False,0.5112974111658842
Samantha Ward,East Jenniferchester,112149,383,7045,3,50,False,0.06281821505318817
Carlos Lewis,West Ericafurt,61358,831,26872,16,75,True,0.43795430098764626
Mallory Barajas,Dennischester,65992,466,10459,32,45,False,0.15848890774639351
Michael Anderson,Lake Jasonfort,87654,333,49922,10,40,False,0.569534761676592
Jaclyn Crane,Rodriguezstad,40155,596,3639,33,55,False,0.09062383264848711
Jacob Ritter,Kellytown,123525,446,10315,37,60,True,0.08350536328678405
Timothy Torres,Jasonfort,67450,302,9016,35,45,False,0.1336693847294292
Seth Butler,Arielmouth,60735,686,32144,38,60,True,0.5292500205812135
Charles Fields,Contrerasberg,65614,633,6853,39,60,True,0.10444417349955802
Jennifer Hall,Morganton,74020,753,49228,17,70,True,0.6650634963523372
Sharon Mann,Annville,71904,387,13610,39,45,False,0.1892801513128616
Nina Bernard,Port Thomas,147050,319,8882,34,60,True,0.06040122407344441
Albert Buchanan,Port Janice,100798,754,6547,34,95,True,0.06495168554931645
Jennifer Williams,West Samuelchester,40561,324,35596,20,25,False,0.8775917753507063
Brandon Petty,West Douglas,48136,561,6873,9,30,False,0.14278294831311283
Jason Jackson,Howardton,49769,605,26555,6,35,False,0.5335650706262934
Jason Nguyen,Davidville,60311,353,14274,15,45,False,0.23667324368688963
Laurie Vasquez,Averyview,80205,362,21862,29,45,False,0.272576522660682
Ana Johnson,North Joseph,120957,403,17142,35,55,False,0.14171978471688285
Beth Carroll,Millerhaven,50028,508,10330,23,45,False,0.20648436875349804
Carol Sanchez,Aliside,122591,762,3738,0,80,True,0.03049163478558785
Tonya Oliver,North Brian,58043,793,18911,38,75,True,0.3258101752149269
Michael Kidd,New Mary,38418,588,3980,10,50,False,0.10359727211203082
Kristine Turner,Haleberg,84377,586,29309,13,60,True,0.34735769226210933
Tina Flores,Cynthiamouth,83424,579,17117,20,50,False,0.2051807633294975
Joe Greene,Lake Dennistown,73369,787,1280,0,70,True,0.01744606032520547
Jennifer Woodard,Farmerside,101121,383,43539,4,35,False,0.43056338446020115
Stephanie Cabrera,Chambersstad,91069,685,40407,22,65,True,0.4436965377900273
Ryan Cain,North Stevenborough,84496,755,1613,14,90,True,0.019089661049043742
Olivia Becker,Jamesport,38161,526,16352,31,25,False,0.4285003013547863
Amanda Vasquez,North James,57110,705,8270,17,70,True,0.14480826475223255
Kathleen Arnold,North Brianna,139168,366,9351,16,60,True,0.06719217061393423
Savannah Ibarra,Jamestown,85069,845,41269,16,80,True,0.4851238406470042
Sonya Smith,Davidsonton,81049,630,29347,26,60,True,0.3620896001184469
Michael Owens,Zacharyton,148598,529,4077,17,60,True,0.027436439252210662
Kim Stewart,Leeland,130898,325,49329,14,50,False,0.3768506776268545
Jessica Jones,East Frank,106556,618,5118,40,75,True,0.048031082247832126
Alyssa Reynolds,New Lauramouth,121163,556,17197,6,50,False,0.14193276825433507
Tyler Wall,Aprilbury,32560,374,40319,39,25,False,1.2382985257985257
Brendan Griffin,North Territon,142293,686,21531,4,70,True,0.1513145411228943
Amy Lang,West Cherylchester,145429,367,7673,3,50,False,0.052761141175418934
Elizabeth James,New Karenbury,130348,310,30714,24,55,False,0.23563077300764107
Jeffrey Oliver,West Debratown,105456,764,34896,21,85,True,0.3309057806099226
Ashley Smith,New Kristineborough,79857,429,42770,32,40,False,0.535582353456804
Jason Hardy,Lopezberg,92518,345,4964,8,50,False,0.0536544240039776
Jeffrey Moyer,Larryside,30772,449,10660,30,30,False,0.34641882230599247
Grant Wood,New Brendaberg,76105,358,16557,32,50,False,0.2175546941725248
Kristin Brown,Jamesborough,69139,506,5482,21,50,False,0.07928954714415887
Michael Christian,Christinachester,128759,636,11635,6,70,True,0.09036261542882439
Richard Williams,North Danielle,81116,535,31574,39,45,False,0.3892450318063021
John Tate,Lindsayfurt,141863,510,27234,11,55,False,0.19197394669505086
Adriana Smith,Anthonyville,146869,445,20043,28,55,False,0.13646855360899848
Kevin Cannon,North Jamesport,139540,478,15348,16,55,False,0.10998996703454207
Gina Spencer,East Andrew,84921,568,7631,1,40,False,0.08985998751781067
Breanna Pena,West Sharonport,100545,767,16738,23,90,True,0.1664727236560744
Mary Pugh,Johnsland,127978,421,10465,8,55,False,0.08177186703964744
Cheryl Gray,Louischester,126289,550,4027,39,60,True,0.03188717940596568
Sarah Phillips,West John,101582,586,9287,32,75,True,0.09142367742316553
Stacey Clark,Port Thomasland,134840,471,34332,24,50,False,0.2546128745179472
Maria Hicks,Stoneburgh,109069,629,47693,23,60,True,0.43727365245853544
Karen Sosa,Adamsfurt,147677,337,14579,14,60,True,0.09872221131252666
Jodi Young,West Ronald,58906,686,38445,10,60,True,0.6526499847214206
Jacqueline Pierce,Port Christopher,93993,755,35001,22,80,True,0.37237879416552294
Andrew Hunt,Ronaldmouth,58760,742,27801,23,70,True,0.4731279782164738
Emily Reyes,South Jesus,65774,377,24533,5,35,False,0.3729893270897315
Jonathan Payne,Port Joshuabury,87125,400,8771,4,40,False,0.10067144906743185
Joshua Cook,Johnview,93654,495,47244,38,40,False,0.504452559420847
Dr. Nicole Singh DVM,Port Kevinstad,33804,713,27591,37,50,False,0.8162051828186013
Alexandra Valdez,Port Raymond,80968,532,48404,13,40,False,0.5978164213022429
Jose Hartman,Sharpmouth,74057,648,6627,20,65,True,0.08948512632161713
Jessica Mcmahon,Clarkmouth,117670,330,25556,8,50,False,0.21718364918840827
Bethany Harding,South Lisastad,119016,647,15777,26,70,True,0.1325620084694495
Paul Farmer,Marktown,134614,332,10118,9,55,False,0.07516305882003357
Wendy Carroll,Bairdborough,82994,700,5175,34,80,True,0.062353905101573605
John Murphy,Fowlerport,124919,395,12234,6,55,False,0.09793546217949231
Cassandra Serrano,Johnsonborough,51632,371,26289,18,35,False,0.5091609854353889
Eddie Warren,Brownhaven,140166,311,12260,20,60,True,0.0874677168500207
Jennifer Moore,East Amandafort,91261,370,26493,13,45,False,0.29029925159706776
Daniel Reynolds,Mooreshire,46728,617,39501,12,40,False,0.8453389830508474
Melinda Hill,East Seanfurt,111560,552,35462,21,50,False,0.31787378988884907
Sherry Stevens,Lake Christophermouth,100008,655,46895,19,60,True,0.46891248700103993
Rodney Horn,Wrightchester,33534,768,26209,11,60,True,0.7815649788274587
Anna Hale,East Nicoleburgh,148872,580,42162,34,65,True,0.2832097372239239
Thomas Wolfe,South Robert,81645,424,25165,4,35,False,0.30822463102455755
Kathy Chan,Hayesview,107580,512,34165,2,40,False,0.3175776166573713
Benjamin Neal,Jamesfurt,103975,499,26996,2,40,False,0.25963933637893727
Brian Stark,Ellenmouth,116900,796,31235,4,75,True,0.2671941830624465
Matthew Reeves,Taylorview,33552,465,12179,1,15,False,0.3629887935145446
Cassandra Martinez,Jacksontown,41003,579,11059,28,30,False,0.26971197229471017
Daniel Johnson,South Heather,114246,835,43009,6,85,True,0.3764595697004709
Eric Williams,North Kelseyborough,86179,555,25552,15,45,False,0.2964991471240093
Alan Johnson,West Loriland,47786,525,7330,10,35,False,0.1533922069225296
Amanda Hunt,Marcusborough,143619,512,36501,25,50,False,0.254151609466714
Barbara Lewis,Marcustown,90515,711,43860,20,65,True,0.4845605700712589
Daniel Robinson,Debrastad,53819,344,5412,13,45,False,0.100559282037942
Randall Porter,Lake Amandashire,36590,475,17511,6,20,False,0.4785733807051107
Vicki Horton,West Gregory,64099,625,44671,30,50,False,0.6969063479929484
Alan Barr,Reyesbury,79689,815,39500,0,65,True,0.4956769441202675
Luis Mosley,Joelchester,72906,549,41616,5,30,False,0.5708172166899843
James Phillips,South James,57742,338,16601,38,40,False,0.2875030307228707
Jill Wiley MD,Dawnton,89598,833,28190,18,85,True,0.3146275586508627
Crystal Quinn,Johnside,72840,355,44581,15,35,False,0.6120400878638111
Melissa Walker,Boydburgh,74236,752,42273,0,55,False,0.5694407026240638
John Mckay,Lake Victoriaborough,129775,428,7013,11,60,True,0.054039684068580236
Sandra Frederick,New Christian,145296,778,21412,10,90,True,0.14736813126307674
Danielle Thompson,West Justin,79692,759,42654,12,75,True,0.53523565728053
Richard Miller,Raymondburgh,66471,782,29926,27,70,True,0.45021137037204195
Nancy Wolf,Smithfurt,128567,737,6454,19,85,True,0.05019950687190337
Brittany Barber,Oscarport,139041,764,19561,24,90,True,0.1406851216547637
Karen Cook,Gonzalezborough,85255,304,1841,32,55,False,0.021594041405196177
Jacqueline Sullivan,Bentleystad,63065,693,33083,19,60,True,0.5245857448664076
Leah Ortiz,North Paulshire,139433,466,13728,27,60,True,0.09845588920843702
Patricia Walton,Williamfort,40735,677,46642,3,40,False,1.145010433288327
Tammy Fitzgerald,South Austin,91644,670,42350,1,50,False,0.4621142682554232
Maria Green,Blackburnberg,32540,560,17214,38,25,False,0.5290104486785495
Mary Martin,Port Christopherfurt,128176,707,47272,37,75,True,0.36880539258519535
Angela Kent,Martinchester,100702,558,46340,19,45,False,0.46016960934241624
Kim Tanner,Jessicaland,36826,411,42692,36,25,False,1.1592896323249877
Haley Thomas,Lake Raymond,75870,615,1420,10,70,True,0.01871622512191907
April Jones,Warrenport,59389,741,12182,11,80,True,0.20512216066948424
Michael Gonzalez,New Stacy,115215,761,38164,13,85,True,0.3312415918066224
Anthony White,West Tonya,38993,718,29883,40,50,False,0.7663683225194265
Ashley Fields,West Christopherville,132397,583,5211,21,75,True,0.03935889786022342
David Washington,North Brucetown,115426,342,7346,13,60,True,0.06364250688752968
Adrienne Morrison,Sarahfort,35276,645,40608,27,40,False,1.1511509241410591
Michael Cooper,Lisastad,128858,708,25801,39,80,True,0.20022815812755126
Henry Rivera,North Stephenfurt,34067,442,2682,38,40,False,0.07872721401943229
Joseph Tapia,West Shannon,62411,786,34745,26,70,True,0.5567127589687715
April Little,Allenstad,56130,346,49222,20,35,False,0.8769285587030109
Cynthia Washington,West Ronniefort,139999,402,49121,24,50,False,0.35086679190565645
Cory Thomas,East Tylerland,32671,608,45109,35,40,False,1.3807046004101498
Mrs. Stephanie Friedman,Batesbury,111439,549,14870,10,55,False,0.13343622968619603
Mary Davis,Holdertown,49973,464,22397,24,25,False,0.4481820182898765
Connie Scott,Lynnville,61266,439,36031,40,35,False,0.5881075963829857
Ann Holt,New Katie,46544,366,43204,21,25,False,0.9282399449982812
Mitchell Fitzgerald,Valdezside,92070,747,16293,14,85,True,0.17696318018898663
Earl Rodriguez,Joyborough,117747,418,38541,23,50,False,0.32732044128512827
Erik James,West Bryanside,44993,494,26437,27,25,False,0.5875802902673749
Jacob Shelton,New Elizabeth,103920,527,7985,25,60,True,0.07683795227097767
Samuel Stewart,Maryfort,58569,766,10661,38,80,True,0.1820246205330465
Paul Sweeney,New Lukehaven,90952,426,18920,36,50,False,0.20802181370393175
Ronald Simpson,Brownmouth,121680,456,47973,13,50,False,0.39425542406311637
Taylor Walker,Port Kimberlyfort,63586,701,20601,10,65,True,0.32398641210329315
Kimberly Rogers DDS,Katherinefurt,130518,373,35592,18,50,False,0.2726980186640923
Thomas Haynes,Davismouth,78351,355,47503,19,40,False,0.6062845400824495
Christopher Taylor,Carterberg,51992,514,15295,12,40,False,0.2941798738267426
Alexa Barber,Lake Kristenberg,109415,685,28991,10,75,True,0.26496367042910024
Anne Mccann,North David,109593,827,43604,21,90,True,0.39787212686941686
Tracy Sims,Sanchezville,128032,546,26994,31,55,False,0.21083791552111972
Kyle Thompson,Parsonsland,124156,774,43618,24,85,True,0.3513160862141177
Matthew Richardson,North Christopherfort,45012,821,15741,1,55,False,0.3497067448680352
Victoria Mendoza,Port Brittanyfurt,131946,795,43244,27,85,True,0.32774013611629
Calvin Nguyen,South Lisa,137387,320,26807,35,55,False,0.19512035345411138
Rachel Moreno,New Maryside,51465,427,14596,7,35,False,0.2836102205382299
Kyle White,Mcbrideville,70768,340,9442,36,45,False,0.1334218855980104
Christopher Hart,North Tinahaven,44168,605,24826,34,40,False,0.5620811447201594
William Barrett,West Brandon,105849,831,20228,34,95,True,0.1911024194843598
Kenneth Neal,Catherinehaven,33365,514,46084,6,20,False,1.3812078525400868
Amanda Johnson,West Melissa,70888,520,9795,38,45,False,0.13817571380205396
Leslie Ramirez,Jonesview,105470,566,26020,10,55,False,0.24670522423437943
Bradley King,Bentleyberg,118781,848,14353,4,85,True,0.1208358239112316
Debra Schultz,Lake Nathan,149016,823,40645,10,90,True,0.2727559456702636
Christian Riddle,Graybury,79192,379,18702,7,45,False,0.23616021820385896
Melinda Russell,Daniellestad,81990,641,18907,9,60,True,0.2306012928405903
Courtney Smith,Pettybury,123718,687,7881,7,80,True,0.06370132074556653
Nicholas Parker,Davisstad,55995,588,37145,17,50,False,0.6633628002500224
Stephanie Jackson,Whiteside,39961,712,32251,37,50,False,0.8070618853382048
Adam Palmer,Lake David,107607,687,38195,17,75,True,0.3549490274796249
Nicholas Villegas,Lake Charlotte,120520,768,12999,28,90,True,0.1078576169930302
Dr. Kathryn Hill,Meyerbury,138864,612,42656,5,60,True,0.30717824634174445
Jennifer Edwards,Lake Christopherbury,112213,395,11820,36,55,False,0.10533538894780463
Patrick Spencer,Stokestown,61830,734,45370,32,60,True,0.7337861879346596
Breanna Jimenez,South Alexanderborough,43356,307,47803,27,25,False,1.102569425223729
Nicole Sanchez,New Shaneburgh,121382,836,15750,11,95,True,0.1297556474600847
Ryan Palmer,South Tylerburgh,131250,682,8420,21,85,True,0.06415238095238095
Danielle Ryan,West Kevinport,69529,571,14963,0,30,False,0.2152051661896475
Laura Robinson,Sarahhaven,141449,336,31346,39,55,False,0.2216063740288019
Amy Smith,Murphystad,119687,409,1337,22,60,True,0.011170803846700142
Charlotte Gomez,South Travisland,108697,841,34706,9,85,True,0.3192912407886142
Thomas Smith,Jeremyfurt,135582,683,20613,23,80,True,0.15203345576846483
Clarence Cain,South Dianamouth,45866,465,10166,22,35,False,0.22164566345441067
Abigail Stephenson,North Jake,134363,341,9760,25,60,True,0.07263904497517917
Gary Johnson,South Susan,104177,572,8785,26,60,True,0.0843276346986379
Jon Maldonado Jr.,Shawfurt,132581,434,8191,6,55,False,0.061781099855937126
Beth Cooper,Port Gabrielleton,35383,650,29158,38,40,False,0.8240680552807845
Jessica Roberts,Millerchester,75508,553,41475,9,35,False,0.5492795465381152
Chelsea Campbell,Port Josephbury,99827,739,14003,30,75,True,0.1402726717220792
Rhonda Haynes,East Victoria,86148,452,16032,7,45,False,0.18609834238751916
Andrew Mooney,South Andres,116706,504,6959,3,50,False,0.05962846811646359
Joseph Graves,East Matthew,78571,790,5020,32,90,True,0.06389125758867775
Anthony Rodriguez,Juanstad,39038,728,17185,20,50,False,0.4402121010297659
Catherine Smith,Jasonfort,96317,586,40749,6,50,False,0.423071731885337
David Henry,Kevinville,114874,313,45758,35,50,False,0.3983320855894284
Bianca Ward,Juliashire,74725,841,40630,23,75,True,0.5437269989963198
Donald Silva,North Davidville,31658,342,39440,12,25,False,1.2458146440078337
Jeremy Garcia,Kevinfort,141355,506,35967,9,45,False,0.25444448374659545
Corey Pierce,Patriciaside,85057,655,24986,28,60,True,0.2937559518910848
Autumn Graham,Barneshaven,137784,322,11940,38,60,True,0.08665737676363003
Walter Roberts,Port Teresaborough,94251,707,33442,34,70,True,0.35481851651441365
Valerie Martin,Hartfurt,43833,710,40794,17,50,False,0.9306686742864965
Aaron Armstrong,Port Williamhaven,86822,837,17962,19,90,True,0.2068830480753726
Elizabeth Adams,East Jeffreyside,77472,543,20126,2,35,False,0.25978418009087156
Teresa Ramirez,West Morgan,113307,352,43101,15,50,False,0.3803913262199158
Christine Wilson DDS,Markside,146860,570,48322,8,45,False,0.32903445458259567
Logan Nguyen,Lake Lisastad,138620,524,48872,17,50,False,0.3525609580147165
Wesley Medina,Lake Juliefurt,90258,563,42040,40,40,False,0.46577588690199206
Christine Ramos,Josephshire,122708,704,11200,28,85,True,0.09127359259379991
Nicholas Richardson,Davisburgh,50052,770,13125,11,75,True,0.26222728362502995
John Blair,Andrewburgh,87080,481,26834,38,45,False,0.3081534221405604
Charles Simmons,Stoutfurt,53086,402,48468,33,35,False,0.913009079606676
Paul Smith,South Patrickville,126180,313,43236,2,40,False,0.3426533523537803
Randy Adams,Port Tammyville,98386,646,47363,5,50,False,0.4813997926534263
John Hart,Ochoaport,115256,639,32385,9,60,True,0.28098320260984244
Joshua Adams,North Malloryville,65400,603,7721,32,60,True,0.11805810397553516
Jennifer Smith,North Jeremy,110728,694,10658,22,85,True,0.09625388338992848
Courtney Koch,Mcdanielville,135932,803,12112,7,95,True,0.08910337521702028
Tyler Campbell,New Matthewstad,100539,386,3840,38,60,True,0.038194133619789336
Jeffrey Rogers,Lake Ronald,131533,608,41944,18,65,True,0.31888575490561305
Brian Hendricks,Sarahland,93372,302,10741,9,45,False,0.11503448571306173
James Griffith,Briggsville,90931,737,48625,17,65,True,0.5347461261835897
Frank Anderson,Gomezfort,87091,734,32541,26,70,True,0.37364366007968675
Mallory Taylor,South Robert,138230,809,36307,34,90,True,0.2626564421616147
Joshua Hall Jr.,Rosebury,125817,389,16413,23,55,False,0.1304513698466821
Xavier Smith,Rosarioville,107656,361,23894,23,55,False,0.22194768521958833
Sharon Fuentes,Stevenside,65179,731,16892,13,65,True,0.2591632274198745
Amy Taylor,South Jessica,72245,734,25358,3,55,False,0.3510000692089418
Mary Jones,North Dylan,141635,444,6176,15,60,True,0.04360504112684012
Keith Cervantes,Port Ian,62177,443,35566,19,35,False,0.572012158836869
Nathan Wallace,West Danielton,138885,332,40595,11,50,False,0.2922921841811571
Alexandra Wall,Spencerview,41359,813,21056,14,65,True,0.5091032181629149
Christopher Dudley,Spenceberg,66559,516,27240,39,35,False,0.4092609564446581
James Carson,Port Heatherfort,145557,620,43775,25,65,True,0.3007412903536072
Carmen Pratt,Leeville,89087,406,6099,23,55,False,0.0684611671736617
Sarah Johnson,Franciscoville,61963,366,14887,38,45,False,0.24025628197472684
Theodore Lopez,Lake Sarah,128366,546,18640,5,50,False,0.14520979075456117
Krystal Elliott,Williamsmouth,90910,395,21224,0,35,False,0.23346166538334617
Dr. Tina Porter,Karenstad,104691,432,47049,6,40,False,0.44940825858956357
Steven Gordon,North Brenda,109997,691,32257,37,75,True,0.2932534523668827
Amanda Martin,Millerland,117580,537,15132,9,50,False,0.1286953563531213
Candace Stuart,Sethberg,79674,647,20060,23,60,True,0.25177598714762656
Teresa Williams,Allenland,74092,456,38152,40,35,False,0.5149273875722076
Anne Smith PhD,Amyland,33761,810,7167,29,75,True,0.21228636592517994
Timothy Martin,Barbarastad,94789,391,5661,11,55,False,0.05972211965523426
Julia Andersen,Kathrynmouth,141536,443,9124,36,60,True,0.06446416459416686
Jack Mitchell MD,South Michael,72600,621,25489,5,50,False,0.3510881542699725
Katie Baker,New Tiffanyton,53834,550,46858,35,35,False,0.8704164654307687
Samuel Roberts,New Reginald,93904,374,15617,24,50,False,0.16630814448798772
Maureen Bailey,Daymouth,57802,411,6624,11,45,False,0.11459811079201412
Sylvia Nielsen,Gonzalezmouth,76507,366,21793,21,45,False,0.2848497523102461
Katelyn Park DDS,Shawnside,134573,459,31799,9,50,False,0.2362955421964287
Erica Johnson,Brownstad,63862,740,32025,13,70,True,0.5014719238357709
Sean Cisneros,Nelsonburgh,74608,385,10288,4,35,False,0.1378940596182715
Brad Russo,Savagehaven,66655,519,44885,16,35,False,0.6733928437476558
Anthony Jacobson,Petersonport,145385,468,14015,22,60,True,0.09639921587509027
Karen Nichols,Lake Samuel,108139,698,1650,35,85,True,0.015258139986498859
Linda Miller,West Elizabeth,121905,624,1929,9,70,True,0.015823797219146056
Taylor Porter,Danielchester,145357,569,35124,0,40,False,0.2416395495228988
